Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes	Source_batch	form	Quality
T2108173973_maxbin2_bins_bin.63	89.92	4.51	Neural Network (Specific Model)	11	0.865	27673	311.30968068930565	2127277	0.43	1973	135	100477	None	HSMG_12	HSMG	
T2108173975_maxbin2_bins_bin.67	68.5	3.07	Neural Network (Specific Model)	11	0.903	8836	271.4494875549048	1228647	0.37	1366	248	40575	None	HSMG_12	HSMG	
T2108173975_metabat2_bins_bin.18	74.29	0.06	Neural Network (Specific Model)	11	0.916	10616	291.67735849056606	1009457	0.37	1060	130	40575	None	HSMG_12	HSMG	
T2108173976_concoct_bins_bin.22	37.12	3.72	Neural Network (Specific Model)	11	0.834	1465	198.4578706727629	1089501	0.52	1531	728	7368	None	HSMG_12	HSMG	
T2108173976_metabat2_bins_bin.11	75.17	0.84	Neural Network (Specific Model)	11	0.866	103687	340.4781474233529	1804012	0.64	1533	28	222910	None	HSMG_12	HSMG	
T2108173976_metabat2_bins_bin.23	50.18	0.06	Neural Network (Specific Model)	11	0.869	42972	289.12197092084006	1234091	0.32	1238	59	141037	None	HSMG_12	HSMG	
T2108173979_metabat2_bins_bin.25	84.6	0.67	Neural Network (Specific Model)	11	0.902	14454	299.60175695461203	3397427	0.69	3415	336	97127	None	HSMG_12	HSMG	
T2108173980_concoct_bins_bin.170	59.25	6.05	Gradient Boost (General Model)	11	0.884	2032	230.83574638042936	1564462	0.52	2003	808	13609	None	HSMG_12	HSMG	
T2108173980_maxbin2_bins_bin.32	95.38	2.11	Gradient Boost (General Model)	11	0.905	136857	325.29634146341465	1764335	0.52	1640	110	349348	None	HSMG_12	HSMG	HQ
T2108173980_metabat2_bins_bin.139	55.98	0	Neural Network (Specific Model)	11	0.925	77398	323.00857843137254	852467	0.3	816	25	118943	None	HSMG_12	HSMG	
T2108173980_metabat2_bins_bin.204	20.15	2.02	Neural Network (Specific Model)	11	0.917	8018	277.71875	521839	0.38	576	85	31731	None	HSMG_12	HSMG	
T2108173980_metabat2_bins_bin.65	85.68	3.37	Gradient Boost (General Model)	11	0.907	86676	343.6937984496124	1757376	0.54	1548	42	227722	None	HSMG_12	HSMG	
T2108173986_metabat2_bins_bin.10	62.35	2.23	Neural Network (Specific Model)	11	0.9	7937	284.8663594470046	1644948	0.55	1736	255	41165	None	HSMG_12	HSMG	
T2108173986_metabat2_bins_bin.41	57.65	6.22	Neural Network (Specific Model)	11	0.902	7655	274.44762954796033	1650793	0.6	1814	282	29209	None	HSMG_12	HSMG	
T2108173990_metabat2_bins_bin.71	51.8	0.3	Neural Network (Specific Model)	11	0.895	5455	257.62115232833463	1092334	0.38	1267	239	34855	None	HSMG_12	HSMG	
T2108173991_concoct_bins_bin.135	82.69	0.78	Neural Network (Specific Model)	11	0.895	11376	300.2095687331536	1491049	0.53	1484	199	36154	None	HSMG_12	HSMG	
T2108173991_concoct_bins_bin.62	69.4	14.12	Neural Network (Specific Model)	11	0.917	2620	233.60293137908062	1143980	0.38	1501	481	10892	None	HSMG_12	HSMG	
T2108173992_maxbin2_bins_bin.69	92.81	9.95	Neural Network (Specific Model)	11	0.895	38711	315.32701597918987	5677624	0.5	5382	475	167588	None	HSMG_12	HSMG	
T2108173992_metabat2_bins_bin.27	62.27	2.38	Neural Network (Specific Model)	11	0.863	3891	248.988606485539	1973439	0.42	2282	546	16949	None	HSMG_12	HSMG	
T2108173992_metabat2_bins_bin.55	67.11	0.11	Neural Network (Specific Model)	11	0.894	6082	302.1168831168831	1714660	0.45	1694	330	33134	None	HSMG_12	HSMG	
T2108173995_maxbin2_bins_bin.14	77.38	3.94	Neural Network (Specific Model)	11	0.879	3636	266.43381642512077	1878810	0.65	2070	658	18404	None	HSMG_12	HSMG	
T2108174000_concoct_bins_bin.142	78.99	4.24	Gradient Boost (General Model)	11	0.889	3918	256.2684383398029	2890515	0.35	3349	885	40683	None	HSMG_12	HSMG	
T2108174000_metabat2_bins_bin.65	68.46	0.99	Neural Network (Specific Model)	11	0.9	12010	317.41253644314867	1449252	0.54	1372	170	58684	None	HSMG_12	HSMG	
T2108174003_metabat2_bins_bin.74	64.61	0.21	Neural Network (Specific Model)	11	0.9	5190	250.80706921944036	1132619	0.34	1358	264	19941	None	HSMG_12	HSMG	
T2108174003_metabat2_bins_bin.90	50.51	1.2	Neural Network (Specific Model)	11	0.823	5184	272.0684438040346	1376135	0.44	1388	301	19564	None	HSMG_12	HSMG	
T2108174005_maxbin2_bins_bin.18	75.82	2.54	Gradient Boost (General Model)	11	0.904	2516	223.80504328189687	1969437	0.7	2657	868	15356	None	HSMG_12	HSMG	
T2108174005_metabat2_bins_bin.2	52.95	0.86	Neural Network (Specific Model)	11	0.906	2697	255.80131578947368	1284165	0.73	1520	489	7902	None	HSMG_12	HSMG	
T2108174007_concoct_bins_bin.56	95.66	5.8	Neural Network (Specific Model)	11	0.873	10021	279.21654875422945	3112274	0.57	3251	567	44649	None	HSMG_12	HSMG	
T2108174007_metabat2_bins_bin.34	40.72	0.05	Neural Network (Specific Model)	11	0.927	125062	331.3850931677019	689197	0.32	644	17	171500	None	HSMG_12	HSMG	
T2108174007_metabat2_bins_bin.46	68.46	1.96	Neural Network (Specific Model)	11	0.906	6601	289.7595923261391	1597716	0.43	1668	268	19576	None	HSMG_12	HSMG	
T2108174007_metabat2_bins_bin.57	76.54	3.47	Gradient Boost (General Model)	11	0.861	5534	282.2283464566929	1745577	0.37	1778	380	20043	None	HSMG_12	HSMG	
T2108174007_metabat2_bins_bin.88	83.55	3.25	Neural Network (Specific Model)	11	0.919	9167	277.70500595947556	1516800	0.47	1678	225	54426	None	HSMG_12	HSMG	
T2108174009_concoct_bins_bin.15	64.82	1.91	Neural Network (Specific Model)	11	0.908	3208	247.79058979456593	1233296	0.39	1509	439	24321	None	HSMG_12	HSMG	
T2108174010_concoct_bins_bin.111	76.55	8.12	Neural Network (Specific Model)	11	0.902	2221	226.0304601425794	5780707	0.62	7715	2683	16744	None	HSMG_12	HSMG	
T2108174010_concoct_bins_bin.116	55.89	4.62	Gradient Boost (General Model)	11	0.872	1791	249.92387543252596	1736779	0.42	2023	995	10501	None	HSMG_12	HSMG	
T2108174010_concoct_bins_bin.88	91.9	9.48	Gradient Boost (General Model)	11	0.885	3575	259.352437662821	2357937	0.56	2687	797	17109	None	HSMG_12	HSMG	
T2108174010_metabat2_bins_bin.27	84.57	3.44	Neural Network (Specific Model)	11	0.884	7762	271.11490455212925	2502605	0.36	2724	441	29729	None	HSMG_12	HSMG	
T2108174011_concoct_bins_bin.44	53.62	2.93	Gradient Boost (General Model)	11	0.916	1968	224.0140309850921	2504557	0.68	3421	1322	9610	None	HSMG_12	HSMG	
T2108174011_metabat2_bins_bin.12	44.72	0.07	Neural Network (Specific Model)	11	0.85	103010	324.50235183443084	1215065	0.6	1063	15	318382	None	HSMG_12	HSMG	
T2108174013_concoct_bins_bin.47	98.04	4.82	Neural Network (Specific Model)	11	0.918	9220	290.7444152431012	1441279	0.37	1522	218	34137	None	HSMG_12	HSMG	HQ
T2108174014_maxbin2_bins_bin.26	53.61	7.52	Neural Network (Specific Model)	11	0.917	3088	247.86628807434175	1566558	0.66	1937	632	15898	None	HSMG_12	HSMG	
T2108174018_concoct_bins_bin.46	75.22	7.91	Neural Network (Specific Model)	11	0.848	2380	224.78425909803238	4553831	0.65	5743	2100	12645	None	HSMG_12	HSMG	
T2108174019_maxbin2_bins_bin.11	99.05	5.07	Gradient Boost (General Model)	11	0.866	251840	283.0094466936572	2172661	0.53	2223	297	514299	None	HSMG_12	HSMG	
T2108174019_metabat2_bins_bin.30	67.26	0.68	Gradient Boost (General Model)	11	0.905	11280	323.3981900452489	1182933	0.54	1105	141	47240	None	HSMG_12	HSMG	
T2108174022_concoct_bins_bin.147	60.13	4.63	Neural Network (Specific Model)	11	0.867	3352	274.9753497668221	1425531	0.44	1501	509	15884	None	HSMG_12	HSMG	
T2108174022_metabat2_bins_bin.29	64.26	0.78	Gradient Boost (General Model)	11	0.876	41546	317.0979689366786	907874	0.44	837	37	104954	None	HSMG_12	HSMG	
T2108174023_concoct_bins_bin.16	59.85	2.35	Neural Network (Specific Model)	11	0.86	2265	231.70911869587366	1581769	0.64	1963	756	11951	None	HSMG_12	HSMG	
T2108174024_metabat2_bins_bin.9	55.63	2.74	Neural Network (Specific Model)	11	0.909	2794	241.24579326923077	1321471	0.6	1664	476	16468	None	HSMG_12	HSMG	
T2108174027_metabat2_bins_bin.31	64.35	3.53	Neural Network (Specific Model)	11	0.9	4762	263.42140266021767	1448537	0.45	1654	346	19180	None	HSMG_12	HSMG	
T2108174027_metabat2_bins_bin.43	72.1	7.63	Neural Network (Specific Model)	11	0.922	3807	260.2127759511508	1799016	0.65	2129	515	18795	None	HSMG_12	HSMG	
T2108174036_metabat2_bins_bin.19	68.32	0.15	Gradient Boost (General Model)	11	0.855	11663	270.36486486486484	840800	0.38	888	113	42728	None	HSMG_12	HSMG	
T2108174038_metabat2_bins_bin.32	92.15	1.49	Neural Network (Specific Model)	11	0.877	28890	307.21741133118377	2276025	0.6	2171	120	163311	None	HSMG_12	HSMG	HQ
T2108174041_metabat2_bins_bin.15	52.37	3.22	Neural Network (Specific Model)	11	0.816	3694	255.30893854748604	1679496	0.43	1790	487	13394	None	HSMG_12	HSMG	
T2108174041_metabat2_bins_bin.43	77.04	1.67	Neural Network (Specific Model)	11	0.904	14295	283.5666447800394	1431106	0.39	1523	160	85477	None	HSMG_12	HSMG	
T2108174043_concoct_bins_bin.135	99.92	3.9	Neural Network (Specific Model)	11	0.899	32033	272.73445171849426	2219346	0.31	2444	149	108902	None	HSMG_12	HSMG	HQ
T2108174043_concoct_bins_bin.89	58.2	1.86	Gradient Boost (General Model)	11	0.874	3612	271.61494252873564	971212	0.43	1044	338	16290	None	HSMG_12	HSMG	
T2108174043_metabat2_bins_bin.20	69.8	0.07	Neural Network (Specific Model)	11	0.894	61290	312.6730474732006	1367126	0.36	1306	47	104424	None	HSMG_12	HSMG	
T2108174044_maxbin2_bins_bin.13	65.31	1.65	Neural Network (Specific Model)	11	0.847	78199	288.063670411985	1359899	0.38	1335	184	241657	None	HSMG_12	HSMG	
T2108174044_metabat2_bins_bin.112	87.13	5.63	Neural Network (Specific Model)	11	0.895	21174	319.523631258774	2284685	0.66	2137	185	61408	None	HSMG_12	HSMG	
T2108174044_metabat2_bins_bin.7	70.42	0.11	Neural Network (Specific Model)	11	0.869	6092	285.5982142857143	1653683	0.44	1680	316	23320	None	HSMG_12	HSMG	
T2108174046_concoct_bins_bin.77	59	1.44	Gradient Boost (General Model)	11	0.9	2628	249.45020576131688	2017119	0.68	2430	857	12600	None	HSMG_12	HSMG	
T2108174047_metabat2_bins_bin.1	90.64	2.2	Neural Network (Specific Model)	11	0.886	14466	303.61538461538464	2734677	0.69	2665	285	75725	None	HSMG_12	HSMG	HQ
T2108174047_metabat2_bins_bin.83	53.77	1.97	Gradient Boost (General Model)	11	0.893	3733	263.232247730913	1654270	0.72	1873	490	17877	None	HSMG_12	HSMG	
T2108174048_concoct_bins_bin.48	71.58	1.12	Gradient Boost (General Model)	11	0.916	11124	296.60770234986944	1483785	0.43	1532	198	47903	None	HSMG_12	HSMG	
T2108174048_metabat2_bins_bin.77	76.58	3.26	Neural Network (Specific Model)	11	0.881	36470	304.05759162303667	1973385	0.6	1910	94	163367	None	HSMG_12	HSMG	
T2108174052_metabat2_bins_bin.62	87.79	5.98	Neural Network (Specific Model)	11	0.906	46939	306.34117125110913	2280587	0.61	2254	124	266646	None	HSMG_12	HSMG	
T2108174056_maxbin2_bins_bin.5	51.26	3.17	Neural Network (Specific Model)	11	0.825	17846	270.9714683368128	1413804	0.33	1437	200	91201	None	HSMG_12	HSMG	
T2108174056_metabat2_bins_bin.34	76.58	2.29	Neural Network (Specific Model)	11	0.913	5625	277.70454545454544	3725294	0.68	4092	791	28920	None	HSMG_12	HSMG	
T2108174057_concoct_bins_bin.35	50.7	2.16	Gradient Boost (General Model)	11	0.89	3123	248.99546827794563	1109287	0.43	1324	396	31385	None	HSMG_12	HSMG	
T2108174058_concoct_bins_bin.3	75.58	4.84	Gradient Boost (General Model)	11	0.897	1835	242.16657710908115	1505056	0.56	1861	837	7758	None	HSMG_12	HSMG	
T2108174058_maxbin2_bins_bin.39	87.84	5.32	Gradient Boost (General Model)	11	0.868	7009	281.61005878510775	1487449	0.42	1531	341	33711	None	HSMG_12	HSMG	
T2108174058_metabat2_bins_bin.32	45.58	1.52	Neural Network (Specific Model)	11	0.922	15552	290.9297520661157	685639	0.3	726	73	64119	None	HSMG_12	HSMG	
T2108174058_metabat2_bins_bin.35	64.07	1.72	Neural Network (Specific Model)	11	0.876	29721	316.1274845784784	1575559	0.59	1459	99	88167	None	HSMG_12	HSMG	
T2108174061_concoct_bins_bin.102	57.9	0.97	Neural Network (Specific Model)	11	0.903	2517	234.58597728162945	1984641	0.6	2553	863	9689	None	HSMG_12	HSMG	
T2108174062_concoct_bins_bin.94	58.64	5.93	Neural Network (Specific Model)	11	0.907	1988	240.38788870703763	1454269	0.33	1833	769	10013	None	HSMG_12	HSMG	
T2108174062_metabat2_bins_bin.10	73.87	7.82	Gradient Boost (General Model)	11	0.88	5372	295.50475184794084	2857696	0.66	2841	653	39087	None	HSMG_12	HSMG	
T2108174062_metabat2_bins_bin.19	64.54	0.94	Gradient Boost (General Model)	11	0.897	9969	325.4951923076923	1130352	0.52	1040	148	58982	None	HSMG_12	HSMG	
T2108174065_concoct_bins_bin.69	99.96	0.15	Neural Network (Specific Model)	11	0.879	118295	377.5553705245629	1545304	0.42	1201	23	270238	None	HSMG_12	HSMG	HQ
T2108174065_metabat2_bins_bin.34	61.44	3.52	Neural Network (Specific Model)	11	0.867	4548	272.8460038986355	1448844	0.65	1539	360	19666	None	HSMG_12	HSMG	
T2108174069_metabat2_bins_bin.5	64.84	6.38	Gradient Boost (General Model)	11	0.872	3998	266.14437152953053	1810551	0.69	1981	516	23753	None	HSMG_12	HSMG	
T2108174072_concoct_bins_bin.37	53.54	2.43	Neural Network (Specific Model)	11	0.874	2030	220.70107858243452	1962199	0.57	2596	1009	40021	None	HSMG_12	HSMG	
T2108174072_maxbin2_bins_bin.65	98.02	5.25	Neural Network (Specific Model)	11	0.88	82407	298.3028964162985	2065530	0.49	2037	202	213893	None	HSMG_12	HSMG	
T2108174072_metabat2_bins_bin.12	70.62	0.4	Neural Network (Specific Model)	11	0.908	77960	301.331715210356	613891	0.47	618	12	131796	None	HSMG_12	HSMG	
T2108174073_concoct_bins_bin.63	57.06	0.54	Gradient Boost (General Model)	11	0.887	2161	253.6452229299363	1343930	0.56	1570	665	9076	None	HSMG_12	HSMG	
T2108174073_concoct_bins_bin.9	75.01	10.54	Gradient Boost (General Model)	11	0.868	1746	243.69117647058823	1828989	0.56	2176	1054	8323	None	HSMG_12	HSMG	
T2108174073_maxbin2_bins_bin.76	52.42	3.92	Gradient Boost (General Model)	11	0.887	2014	248.44690516751845	1476295	0.57	1761	774	9076	None	HSMG_12	HSMG	
T2108174073_metabat2_bins_bin.76	81.06	4.21	Neural Network (Specific Model)	11	0.911	21232	304.9042750929368	2155812	0.59	2152	153	100210	None	HSMG_12	HSMG	
T2108174080_metabat2_bins_bin.45	67.96	0.06	Gradient Boost (General Model)	11	0.899	6026	281.2279635258359	923681	0.39	987	185	27300	None	HSMG_12	HSMG	
T2108174081_concoct_bins_bin.150	70	5.4	Gradient Boost (General Model)	11	0.912	6949	265.45385266723116	1029138	0.31	1181	232	33674	None	HSMG_12	HSMG	
T2108174087_maxbin2_bins_bin.39	75.7	2.34	Neural Network (Specific Model)	11	0.88	18012	352.5456369107322	1196873	0.42	997	138	48828	None	HSMG_12	HSMG	
T2108174088_concoct_bins_bin.23	77.01	0.59	Neural Network (Specific Model)	11	0.891	7612	269.6775728732897	1524100	0.41	1681	246	24935	None	HSMG_12	HSMG	
T2108174088_concoct_bins_bin.51	63.96	3.1	Neural Network (Specific Model)	11	0.83	2305	231.88323603002502	2006864	0.44	2398	967	13715	None	HSMG_12	HSMG	
T2108174088_metabat2_bins_bin.84	89.54	0.04	Neural Network (Specific Model)	11	0.857	97643	333.22702159718733	4635309	0.65	3982	82	400759	None	HSMG_12	HSMG	
T2108174089_concoct_bins_bin.151	99.99	2.78	Neural Network (Specific Model)	11	0.879	37687	330.3854105138807	3815314	0.45	3386	150	110566	None	HSMG_12	HSMG	HQ
R_T2109198892_metabat2_bins_bin.14	21.11	0.07	Neural Network (Specific Model)	11	0.932	235097	315.7913950456323	778140	0.7	767	3	372144	None	HSMG_12	HSMG	
R_T2109198896_maxbin2_bins_bin.10	64.75	6.77	Gradient Boost (General Model)	11	0.872	2244	214.3695234770466	4212651	0.59	5729	2016	28585	None	HSMG_12	HSMG	
R_T2109198905_metabat2_bins_bin.14	54.58	0.18	Neural Network (Specific Model)	11	0.886	133145	316.5692307692308	2920508	0.56	2730	31	239780	None	HSMG_12	HSMG	
R_T2109198906_maxbin2_bins_bin.6	98.63	4.95	Neural Network (Specific Model)	11	0.878	95528	312.61049163710084	4209992	0.39	3946	109	372136	None	HSMG_12	HSMG	HQ
R_T2109198909_concoct_bins_bin.9	71.38	5.05	Gradient Boost (General Model)	11	0.908	2427	234.86512205213074	1871740	0.59	2417	840	14236	None	HSMG_12	HSMG	
R_T2109198914_concoct_bins_bin.29	65.08	2.55	Neural Network (Specific Model)	11	0.887	2698	247.12598721323806	2220430	0.41	2659	929	12834	None	HSMG_12	HSMG	
R_T2109198934_maxbin2_bins_bin.8	76.68	3.85	Neural Network (Specific Model)	11	0.888	5073	247.77410575427683	2147720	0.58	2572	642	27422	None	HSMG_12	HSMG	
R_T2109198941_metabat2_bins_bin.9	85.67	0.03	Neural Network (Specific Model)	11	0.877	22568	299.26333089846605	2799591	0.4	2738	170	98190	None	HSMG_12	HSMG	
R_T2109199187_metabat2_bins_bin.15	71.25	4.75	Neural Network (Specific Model)	11	0.868	6970	262.412285012285	1841657	0.32	2035	312	40485	None	HSMG_12	HSMG	
R_T2109199202_concoct_bins_bin.12	59.03	1.77	Neural Network (Specific Model)	11	0.899	2068	247.01970692268821	1629385	0.71	1979	822	8224	None	HSMG_12	HSMG	
R_T2109199202_maxbin2_bins_bin.16	53.3	2.01	Neural Network (Specific Model)	11	0.887	2021	245.59766454352442	1561398	0.7	1884	811	8224	None	HSMG_12	HSMG	
T2107171953_concoct_bins_bin.73	79.74	10.73	Gradient Boost (General Model)	11	0.868	17073	287.80197105020017	3223097	0.65	3247	308	134067	None	HSMG_12	HSMG	
T2107171953_concoct_bins_bin.80	60.26	4.8	Gradient Boost (General Model)	11	0.887	2212	222.18831688450254	2808999	0.46	3749	1341	14050	None	HSMG_12	HSMG	
T2107171953_maxbin2_bins_bin.94	59.83	5.96	Gradient Boost (General Model)	11	0.906	1599	200.14674665436087	1432085	0.4	2167	893	9855	None	HSMG_12	HSMG	
T2107171957_concoct_bins_bin.6	47.96	6.22	Gradient Boost (General Model)	11	0.835	1497	210.40375360923966	1567717	0.44	2078	1030	10161	None	HSMG_12	HSMG	
T2107171958_maxbin2_bins_bin.31	72.4	9.57	Neural Network (Specific Model)	11	0.865	3748	229.17880505887484	1819312	0.33	2293	642	23558	None	HSMG_12	HSMG	
T2107171959_metabat2_bins_bin.23	60.3	1.19	Gradient Boost (General Model)	11	0.918	2922	245.80764488286067	1299309	0.67	1622	458	11903	None	HSMG_12	HSMG	
T2107171965_maxbin2_bins_bin.4	47.11	1.26	Neural Network (Specific Model)	11	0.86	4942	274.8666666666667	1034471	0.45	1080	285	20933	None	HSMG_12	HSMG	
T2107171970_concoct_bins_bin.51	82.11	3.34	Neural Network (Specific Model)	11	0.842	3459	245.26060606060605	2159995	0.54	2475	772	16795	None	HSMG_12	HSMG	
T2107171970_metabat2_bins_bin.12	80.59	7.5	Gradient Boost (General Model)	11	0.877	9772	265.2450691453185	3991077	0.64	4411	587	46702	None	HSMG_12	HSMG	
T2107171970_metabat2_bins_bin.37	64.32	2.5	Neural Network (Specific Model)	11	0.903	4662	260.3247496423462	1206567	0.35	1398	307	19431	None	HSMG_12	HSMG	
T2107171973_concoct_bins_bin.64	84.14	0.83	Neural Network (Specific Model)	11	0.882	24429	316.97179125528913	1524825	0.35	1418	98	74733	None	HSMG_12	HSMG	
T2107171973_maxbin2_bins_bin.20	99.51	4.42	Neural Network (Specific Model)	11	0.872	75819	280.86340794883506	2111658	0.39	2189	135	200874	None	HSMG_12	HSMG	HQ
T2107171974_maxbin2_bins_bin.7	62.36	4.89	Neural Network (Specific Model)	11	0.855	8284	251.6764574988874	1977747	0.36	2247	459	44577	None	HSMG_12	HSMG	
T2107171977_concoct_bins_bin.58	86.5	0.65	Neural Network (Specific Model)	11	0.916	6831	284.92657342657344	2130572	0.45	2288	405	24851	None	HSMG_12	HSMG	
T2107171977_concoct_bins_bin.73	82.73	4.25	Neural Network (Specific Model)	11	0.862	3921	245.96854942233634	2664332	0.44	3116	825	20060	None	HSMG_12	HSMG	
T2107171977_metabat2_bins_bin.14	80.46	0.94	Neural Network (Specific Model)	11	0.871	28772	310.71195391262603	2223252	0.61	2083	109	80358	None	HSMG_12	HSMG	
T2107171978_maxbin2_bins_bin.71	87.79	5.91	Gradient Boost (General Model)	11	0.895	4685	286.15162094763093	1920077	0.58	2005	558	18359	None	HSMG_12	HSMG	
T2107171978_metabat2_bins_bin.8	89.73	7.81	Neural Network (Specific Model)	11	0.844	20696	275.9322995461422	2589845	0.32	2644	203	76680	None	HSMG_12	HSMG	
T2107171981_concoct_bins_bin.79	91.23	10.76	Neural Network (Specific Model)	11	0.867	5936	287.21129880919415	3578874	0.42	3611	724	64824	None	HSMG_12	HSMG	
T2107171981_maxbin2_bins_bin.48	75	8.06	Neural Network (Specific Model)	11	0.887	11151	282.648288973384	1503631	0.36	1578	255	41532	None	HSMG_12	HSMG	
T2107171984_concoct_bins_bin.88	74.32	5.63	Neural Network (Specific Model)	11	0.856	3460	254.77184014869889	1916391	0.64	2152	671	12276	None	HSMG_12	HSMG	
T2107171987_metabat2_bins_bin.29	90.07	0.35	Neural Network (Specific Model)	11	0.91	41157	317.155694377703	2172669	0.59	2081	71	86931	None	HSMG_12	HSMG	HQ
T2107171988_metabat2_bins_bin.9	88.56	0.1	Neural Network (Specific Model)	11	0.896	119968	281.075	751378	0.48	800	9	252223	None	HSMG_12	HSMG	
T2107171992_maxbin2_bins_bin.136	68.52	2.24	Gradient Boost (General Model)	11	0.901	3899	252.01099611901682	1293929	0.53	1546	425	17873	None	HSMG_12	HSMG	
T2107171992_maxbin2_bins_bin.56	63.98	7.68	Neural Network (Specific Model)	11	0.916	2761	246.09083263246424	955282	0.54	1189	400	10355	None	HSMG_12	HSMG	
T2107171993_concoct_bins_bin.98	73.3	13.07	Neural Network (Specific Model)	11	0.859	2390	252.07127659574468	2477371	0.47	2820	1138	29630	None	HSMG_12	HSMG	
T2107171994_concoct_bins_bin.59	50.38	5.21	Gradient Boost (General Model)	11	0.866	1480	228.58864892014063	1571956	0.47	1991	1003	15531	None	HSMG_12	HSMG	
T2107171995_metabat2_bins_bin.23	54.81	0.12	Neural Network (Specific Model)	11	0.924	5248	265.2233756247597	2236221	0.62	2601	486	24798	None	HSMG_12	HSMG	
